processed_text,sentiment
"Low price, great product, quick shipment - ask? Highly recommend seller product",positivo
I great value cost. Fits iPod well makes easy use,positivo
"The item birthday gift niece, says loves it. So response, I cannot complaints",positivo
"Some skins fit well can't put quickly. This product easy fit fit perfectly. For inexpensive, yet effective way protect ipod nano, product want",positivo
"I happy purchase. Even though took longer I would expected recieve it, still earlier stated purchase receipt",positivo
"These best ""over calf"" tube socks I ever purchased. I plan buy",positivo
"Great item, soft comfortable, lose support around legs. Stretches out, major concern could improved",positivo
"I bought slippers Christmas gift husband. They're comfortable, easy slip keeps feet warm. Not mention loves 'cause he's huge Cubs fan",positivo
This great shirt. The color stayed easy wash wear,positivo
Thank much awesome shirt. It's great...,positivo
many people said shoes comfort me. I feel little....I know.... little narrow heel balenced?????,negativo
These beautiful shoes I return. I taking moment write case people sensitive shoe pressing top foot part arch. These shoes comfy. I several pairs Clarks problem them. The leather stiff hurt top foot.,positivo
"One MOST comfortable shoes I ever worn. No need break period, immediately comfortable wear leather conforms foot. Excellent shoe!!",positivo
yea ive athlete high school college. like fact underarmour provides technology keep cool warm different temporatures. since live cali heat gear something im enjoying alot. highly recommend product people love work athletes. product also comfortable wear,positivo
These shoes run true size super cute on. Very comfortable great price,positivo
"I bought purse gift Amazon wish list. Now I seen it, I want one myself. The purse lot detail looks expensive. Very unusual. The person I bought collects knows purses well. She immediately empied purse carrying put stuff one",positivo
This exactly I expected be. It long enough view ipod charging. We use time great product. The thing I like bright blue light charging. It little distracting night. But perfect,positivo
"I like capri pants workouts due tall. Most long styles come tall sizes except Lululemons, & expensive. These nice cost & color lasts longer expensive pants. Fits curves nicely, baggy. I researched 15 brands, decided due cost & fabric content. I recommend",positivo
"I bought today I love them. I first dran sierra brown ones quickly found go well skin tone I'm brunette. So I tried darker ones I love them! So blondes, sierra brown better I recomend darker darker haired girls. They cute too, comfortable supposedly last LONG time. Hand made, stitching used parachutes! A little expensive flip flops getting",positivo
"These best!!! When say skinny-they mean it. I cannot find jeans fit tall skinny child, look baggy.(which hates) We still needed adjustable waist(believe not) But difference slim cut hinnie hips-she looks like regular little girl, instead skinny girl pants way big",positivo
"I small microfiber Ameribag, I highly recommend it. Carrying bag going eliminate back problems, make feel like carrying nothing back. But, small bag great forces downsize basic items need carry (instead bringing backpack full things). The beauty bag's design place variety positions back/shoulder, based feeling back pain. The pockets inside thoughtfully-designed; seem right pockets everything. I carry work day instead purse. I also use day trips---it easily holds wallet, digital camera, phone, travel umbrella, even small sweater",positivo
"Shipping fast painless. I received bag size S, I already love it. It truly feel lighter. I looking bag would fit messenger-style sit back feel heavy. This fits essentials, including water bottle (a thin one) feels light feather. I can't wait use school travel.I 5' tall small size perfect me. I suggest underestimating size",positivo
"I recently purchased small AmeriBag Healthy Back Bag anticipation long summer trek Europe. I think backpack would secure pickpocketers, I wanted something little ""grown up."" Here reasons I happy purchase:1) Comfort. My Healthy Back Bag comfortable either backpack large purse. Its wide strap sets securely shoulder without hand it, adjusts easily I carry across chest. You put lot feel weight - end shoulder knots end day.2) Security. The zippered compartment openings fit neatly beneath armpit; interior zipper pockets well, pretty hard imagine someone's hand slipping bag without knowing it. The wide strap reinforced would hard cut.3) Convenience. This bag supremely well-designed features. On outside, flat zipper pocket (good subway pass) separate velcro pocket one side, velcro pocket flap other, small pocket suitable (say) sunglass end. The main zipped compartment wide variety open pockets (for perhaps pen, camera, PDA Ipod), including one conveniently placed sidways easily get still shoulder. That one perfect cellphone. There flat inside zipper pocket serves well wallet.4) Capacity. I've got small version bag, still hold wide variety daily essentials: wallet, phone, camera, ipod, paperback, compact umbrella, even perhaps light sweater.The biggest problem bags figuring one want - err small side (they comfortable), choose whatever fabric color suits fancy. You even get premium leather, microfibre one seems easy clean good value.This favorite bag - I easily see several decades future Healthy Back Bag arm.",positivo
"I really like Ameribag. It much smaller last purse, holds everything old bag did. What's more, feels much lighter! It compartment everything compartments silver/grey color makes much easier see something purse. This bag well worth",positivo
